scenario,time_att1,time_att3
738,1.8965108394622803,6.508296012878418
739,1.1670362949371338,4.400644302368164
740,1.3267250061035156,4.400844097137451
741,1.1206510066986084,5.005799770355225
742,1.131141185760498,4.0025951862335205
743,1.3231501579284668,5.01465916633606
744,1.42625093460083,4.710123062133789
745,1.501274824142456,5.320689916610718
746,1.3257920742034912,3.9920291900634766
747,1.8082640171051025,5.52933406829834
748,1.3814079761505127,5.628857135772705
749,1.410243034362793,5.012026071548462
750,1.8386518955230713,5.630630016326904
751,1.8382117748260498,5.22068190574646
752,1.4272921085357666,5.323389291763306
753,1.5285260677337646,5.424915075302124
754,1.5304272174835205,4.8120949268341064
755,1.5286619663238525,4.707472801208496
756,1.3028550148010254,4.707895994186401
757,1.4284698963165283,6.14267897605896
758,1.7354240417480469,5.345124959945679
759,1.7123792171478271,5.303828001022339
760,1.5263049602508545,5.320053815841675
761,1.9369311332702637,5.730218410491943
762,1.555906057357788,5.631545782089233
763,1.5294549465179443,4.886873960494995
764,1.7583591938018799,4.873366117477417
765,1.4891929626464844,4.155433893203735
766,1.4269800186157227,5.319331169128418
767,1.6219778060913086,6.14288592338562
768,1.3278751373291016,5.530393123626709
769,1.7338342666625977,4.912369251251221
770,1.6631641387939453,5.425572156906128
771,1.4276633262634277,5.732726097106934
772,1.3235630989074707,4.913057088851929
773,1.8375170230865479,5.118072748184204
774,1.8375139236450195,5.425415277481079
775,1.8360650539398193,5.996488094329834
776,1.6753082275390625,5.571635961532593
777,1.5270469188690186,5.114628791809082
778,2.1742451190948486,5.937443017959595
779,1.4486351013183594,5.016025066375732
780,1.3257977962493896,4.50573992729187
781,1.5279481410980225,5.118535280227661
782,1.322779893875122,4.435160875320435
783,1.3089399337768555,4.570296764373779
784,1.428318977355957,5.117992877960205
785,1.3261809349060059,4.606429100036621
786,1.8379120826721191,5.220255136489868
787,1.6388070583343506,5.119323253631592
788,1.3229248523712158,4.808703899383545
789,1.4275271892547607,5.527906894683838
790,1.947187900543213,4.942633867263794
791,1.4977021217346191,4.598963260650635
792,1.9153032302856445,7.4493701457977295
793,1.5291640758514404,4.9107441902160645
794,1.3290159702301025,5.2209672927856445
795,1.4284873008728027,5.426009178161621
796,1.3231141567230225,4.40074610710144
797,1.4257311820983887,4.681029796600342
798,1.4547309875488281,5.258252143859863
799,1.5199828147888184,7.668442726135254
800,1.8359251022338867,5.526352882385254
801,1.5290369987487793,5.322512865066528
802,11.260913848876953,14.641793966293335
803,1.6287150382995605,5.8330278396606445
804,1.2221009731292725,5.013309001922607
805,1.3273909091949463,4.710230112075806
806,2.0424962043762207,5.2181150913238525
807,1.7375078201293945,5.325150966644287
808,1.425457239151001,5.116324186325073
809,1.2237169742584229,5.15392279624939
810,1.5964338779449463,4.980141878128052
811,1.4101779460906982,4.809995889663696
812,1.6330287456512451,5.427628755569458
813,1.3227229118347168,4.808394908905029
814,1.7342660427093506,5.015058994293213
815,1.3221161365509033,4.292683124542236
816,1.4316411018371582,5.5310890674591064
817,1.531433343887329,5.323289155960083
818,1.325634241104126,6.138373851776123
819,1.779148817062378,4.6975648403167725
820,1.343595027923584,5.030781984329224
821,1.3257579803466797,3.992015838623047
822,1.2293951511383057,5.116351127624512
823,1.4295768737792969,5.222101926803589
824,1.2241382598876953,3.683976173400879
825,1.3249311447143555,4.196340084075928
826,1.5298810005187988,4.374197006225586
827,1.4549200534820557,4.432149887084961
828,1.2880198955535889,5.21698784828186
829,1.5269482135772705,5.421535015106201
830,1.5849058628082275,5.428121089935303
831,1.4256041049957275,4.808218002319336
832,1.9389269351959229,5.425589084625244
833,1.6305809020996094,4.603676795959473
834,1.1201632022857666,4.811561107635498
835,1.5298421382904053,5.640104055404663
836,1.3148057460784912,5.309154748916626
837,1.53348708152771,4.305490255355835
838,1.5277822017669678,4.70872688293457
839,1.6287181377410889,5.932496070861816
840,1.6346149444580078,4.8124330043792725
841,1.6329689025878906,4.6060028076171875
842,1.1211268901824951,6.040333032608032
843,1.3252160549163818,5.574129819869995
844,1.1744649410247803,5.274067163467407
845,1.3548460006713867,5.32293701171875
846,1.3259410858154297,5.221011161804199
847,1.4292840957641602,5.220962047576904
848,1.5321528911590576,5.450711965560913
849,1.7083508968353271,5.68793797492981
850,1.6529591083526611,5.852298974990845
851,1.4407851696014404,5.0182530879974365
852,1.5281007289886475,4.603945970535278
853,1.4284701347351074,4.508223056793213
854,1.526881217956543,4.922322988510132
855,1.26084303855896,4.489372968673706
856,1.323422908782959,4.603511095046997
857,1.1707770824432373,5.320744037628174
858,1.5339200496673584,5.224920988082886
859,1.426973819732666,5.830269813537598
860,1.6365938186645508,5.122318744659424
861,1.530029058456421,4.910081148147583
862,1.4310400485992432,4.714338064193726
863,1.5276288986206055,4.808701038360596
864,1.6787362098693848,4.914436101913452
865,1.3220648765563965,4.704849004745483
866,1.477982997894287,4.388239860534668
867,1.337446928024292,5.6427130699157715
868,1.9381659030914307,5.563374757766724
869,1.3908967971801758,4.874385833740234
870,1.6344449520111084,5.325064182281494
871,1.4279489517211914,4.813665866851807
872,1.2602119445800781,4.298904180526733
873,1.7325167655944824,5.013379812240601
874,1.2228007316589355,4.260500907897949
875,1.4659078121185303,5.25862979888916
876,1.4265940189361572,4.710301876068115
877,1.4254589080810547,4.399109125137329
878,1.939410924911499,5.936789035797119
879,1.2229278087615967,4.748337745666504
880,1.4896900653839111,4.561944961547852
881,1.2237460613250732,4.811821937561035
882,1.2232370376586914,5.421917200088501
883,1.4317169189453125,4.710979223251343
884,1.2276051044464111,3.7883269786834717
885,1.249380111694336,5.11552882194519
886,1.5323829650878906,4.715889930725098
887,1.3025360107421875,5.519748210906982
888,1.9689967632293701,5.425968885421753
889,1.6324143409729004,5.424417018890381
890,1.223803997039795,4.708558082580566
891,1.5313301086425781,5.134120941162109
892,1.3214337825775146,5.51113486289978
893,1.2202520370483398,5.322230815887451
894,1.8381221294403076,5.220628023147583
895,1.3258311748504639,4.811753273010254
896,1.5303850173950195,5.221089839935303
897,1.3237190246582031,5.320403099060059
898,1.046614170074463,5.1185760498046875
899,1.6368961334228516,5.426061153411865
900,1.4074139595031738,4.503021955490112
901,1.225306749343872,5.630500793457031
902,1.4272329807281494,4.811402082443237
903,1.4428551197052002,5.121607065200806
904,1.2194278240203857,4.470136880874634
905,1.2512199878692627,4.738070964813232
906,1.2235240936279297,4.707467079162598
907,1.3267858028411865,5.323722839355469
908,1.7415070533752441,5.426385164260864
909,1.4244921207427979,5.315734148025513
910,1.227065086364746,4.4052040576934814
911,1.428156852722168,5.22422981262207
912,1.5845587253570557,4.8071208000183105
913,1.631221055984497,5.015978097915649
914,1.625931978225708,5.424820184707642
915,1.5300841331481934,5.01689600944519
916,1.3237080574035645,5.013862133026123
917,1.2429242134094238,4.707977056503296
